30/09/2022,context,change_to,typo,suggestions_01,suggestions_02,suggestions_03,suggestions_04,suggestions_05,suggestions_06,suggestions_07,suggestions_08,suggestions_09,suggestions_10,suggestions_11,suggestions_12,suggestions_13,suggestions_14,suggestions_15
1507,I cannot judge whether Edward <<SNOWDEN>> is a hero or a traitor. Some,NA,Snowden,Snow den,Snow-den,Snowmen,Snowdrop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508,ing!! I can't believe it. Mr. <<MIURA>> had climbed Mt. Everest many,NA,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508,"ght. He is Japan's proud, and <<THERE'RE>> effect of advertising of Japa",there're,there're,they're,thereat,there,thresher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1511,"nformation. Turning to Edward <<SNOWDEN>>, he took out classified infor",NA,Snowden,Snow den,Snow-den,Snowmen,Snowdrop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1513,"this article, I thought that <<SNOWDEN>> is hero. According to the law",NA,Snowden,Snow den,Snow-den,Snowmen,Snowdrop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1513,ch is guaranteed. In addition <<SNOWDEN>> is so brave. It is also the c,NA,Snowden,Snow den,Snow-den,Snowmen,Snowdrop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1514,e cannot find any benefits of <<ABENOMICS>>. If Mr. Abe's 'groundless' po,Abenomics,Abenomics,Genomics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1516,ments may be on the watch for <<CYBER>> attack. I think the most impo,cyber,cyber,cuber,caber,cybersex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1517,"much.Instead of making my own <<VOCABURARY>> notebooks,I used one which we",vocabulary,vocaburary,vocabulary,irrevocably,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1518,"itical question'. In any way, <<SNOWDEN>> has no escape, but his action",NA,Snowden,Snow den,Snow-den,Snowmen,Snowdrop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1519,a'. Now I'm just a student of <<CERTEN>> university. So it may be diff,certain,certen,center,cert en,cert-en,cementer,cert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1519,"ly, 'climbing is a reason for <<LIVEING>> for Mr.Miura'. Now I'm just a",NA,liveing,living,livening,livelong,inveigling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1519,s a reason for liveing for Mr.<<MIURA>>'. Now I'm just a student of c,NA,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1519,r own reason for living as Mr.<<MIURA>>'s. But students as I have a l,NA,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1519,r own reason for living as Mr.<<MIURA'S>>. But students as I have a lot,Miura's,Miura's,Mira's,Maura's,Mithra's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1519,"I agree with your <<OPPINION>>, especially, 'climbing is a r",NA,oppinion,opinion,op pinion,op-pinion,pinion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1524,I regard Edward <<SNOWDEN>> as a traitor. His exposure en,NA,Snowden,Snow den,Snow-den,Snowmen,Snowdrop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1526,"nformation is unacceptable.By <<SNOWDEN>>,we know the way of theUS to c",NA,Snowden,Snow den,Snow-den,Snowmen,Snowdrop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1526,"By Snowden,we know the way of <<THEUS>> to collect information.Howeve",NA,theUS,the Us,the US,the-US,thus,thees,thous,thews,the-us,Theseus,NA,NA,NA,NA,NA,NA
1526,"tion.However,he can't go back <<TOTHE>> US.",to The,toThe,to The,tithe,tote,to-the,tot he,tot-he,tooth,thereto,NA,NA,NA,NA,NA,NA,NA
1527,"I can't agree the opinion.<<SNOWDEN>> escaped in several countries,",NA,Snowden,Snow den,Snow-den,Snowmen,Snowdrop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1530,"Now, Edward <<SNOWDEN>> is the person much talked abo",NA,Snowden,Snow den,Snow-den,Snowmen,Snowdrop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1530,"However, I respect the way of <<SNOWDEN>>'s acting. He did it because h",NA,Snowden,Snow den,Snow-den,Snowmen,Snowdrop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1530,"However, I respect the way of <<SNOWDEN'S>> acting. He did it because he",Snowden's,Snowden's,Snow den's,Snow-den's,Snowdrop's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1531,your opinion. It is fact that <<ABENOMICS>> make tax rise.But this will m,Abenomics,Abenomics,Genomics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1532,w.USA's secret service is not <<PERMITTTED>>. But Edward Snowden isn't als,NA,permittted,permitted,permuted,remitted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1532,I think Edward <<SNOWDEN>> is traitor. Edward Snowden le,NA,Snowden,Snow den,Snow-den,Snowmen,Snowdrop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1532,is not permittted. But Edward <<SNOWDEN>> isn't also permitted.,NA,Snowden,Snow den,Snow-den,Snowmen,Snowdrop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1534,"with old one's. I think what <<CHENGE>> is environment. Now, cmmuniti",change,chenge,change,challenge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1534,"t chenge is environment. Now, <<CMMUNITIES>> are collapsed. People are alo",communities,cmmunities,communities,municipalities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1535,"I think <<SNOWDEN>> is traitor. Certainly, impeac",NA,Snowden,Snow den,Snow-den,Snowmen,Snowdrop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1538,I really respect him and his <<MENAL>>.,NA,menal,meal,menial,mental,renal,metal,medal,penal,venal,enamel,NA,NA,NA,NA,NA,NA
1538,challenge to my limit but Mr.<<MIURA'S>> challenge is done with more a,Miura's,miura's,uranium's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1539,ration should be continued.So <<BRAZIL'S>> demonstration is not settled,Brazil's,brazil's,Brazil's,brazier's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1540,"ke some weapons with using 3D <<PERINTER>>, this world is filled with we",NA,perinter,printer,per inter,per-inter,perimeter,interloper,pertinent,interlope,NA,NA,NA,NA,NA,NA,NA,NA
1541,y stress on western country's <<AFFEIR>> and ignore middle eastern or,affair,affeir,affair,giraffe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1541,African country's <<AFFEIR>>. But now we live in global ag,affair,affeir,affair,giraffe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1541,I agree with your opinion. <<UNCONCIOUSLY>> we tend to lay stress on west,Unconsciously,Unconciously,Unconsciously,Unconscious,Consciously,Unconscionably,Contumaciously,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1545,"our comment. I think so that '<<ABENOMICS>>' are not bad for economy, but",Abenomics,Abenomics,Genomics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1545,"e economy strong, we can say '<<ABENOMICS>>' succeed in recovering Japane",Abenomics,Abenomics,Genomics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1546,sary. Because I think citizen <<SOULD>> show government their opinion,NA,sould,souls,soul,sold,should,sound,could,would,Gould,soul d,NA,NA,NA,NA,NA,NA
1547,informations which should be <<KEEPED>> in the world and I think this,NA,keeped,cheeped,peeked,seeped,keened,keeper,keeled,peeped,beeped,NA,NA,NA,NA,NA,NA,NA
1547,n is the one which have to be <<KEEPED>>. So I think he is traitor.,NA,keeped,cheeped,peeked,seeped,keened,keeper,keeled,peeped,beeped,NA,NA,NA,NA,NA,NA,NA
1547,"d this article, I didn't know <<SNOWDEN>>. So I surprised when I read t",NA,Snowden,Snow den,Snow-den,Snowmen,Snowdrop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1547,his article. And I think <<SNOWDEN>> is traitor. Because I think t,NA,Snowden,Snow den,Snow-den,Snowmen,Snowdrop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1548,I agree with <<NANAMINO>>415. I also got courage from h,NA,nanamino,nominal,amino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1548,so got courage from him and I <<TOUGHT>> that I could do everything if,thought,tought,tough,ought,thought,toughs,sought,taught,bought,fought,t ought,tough t,NA,NA,NA,NA,NA
1549,"with you. I think too that Mr.<<MIURA>> changed many people,especiall",NA,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1551,"w world must be more and more <<STRONGTHENED>>. And of course,the secret of",NA,strongthened,strengthened,strengthener,strengthen,headstrong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1554,is the matter of future. the <<GOVERMENT>> must understand that there ar,government,goverment,government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1555,is the matter of future. the <<GOVERMENT>> must understand that there ar,government,goverment,government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1556,government should punish him <<SEVERLY>>.,NA,severly,severely,Beverly,severally,reversely,sever,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1557,"completely save economy now '<<ABENOMICS>>'.It is not only' Abenomics',",Abenomics,Abenomics,Genomics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1557,ary for Japan.we should think <<ABOUT'WHAT>> is the most important'.,about what,about'what,whereabouts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1557,with your opinion.I think the <<GAVARNMENT>> cannot completely save econom,government,gavarnment,garment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1559,"ndition of all over the world <<CREALY>>, we can be more kind to other",clearly,crealy,creaky,creamy,creakily,creamily,really,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1560,"heir noise cause problems, so <<THIER>> parents ought to talk them no",NA,thier,their,tier,shier,trier,thief,thither,hither,NA,NA,NA,NA,NA,NA,NA,NA
1561,I think Edward <<SNOWDEN>> is a traitor because the gove,NA,Snowden,Snow den,Snow-den,Snowmen,Snowdrop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1563,got angry because government <<DIDN>>' work well.So if there was lo,didn't,didn,did,din,dido,did n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1563,it than a short-term loss for <<TWE>> years or three years.' I don',two,twe,tee,we,twee,wet,ewe,tie,awe,two,toe,owe,twp,the,t we,NA,NA
1564,e to look at the world with a <<BROADVIEW>>.,broad view,broadview,broad view,broad-view,broadside,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1564,Newspapers do not report such <<INCCIDENTS>> in the developing countries.,NA,inccidents,incidents,incidentals,accidents,incident,incidences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1565,I think <<SNOWDEN>> is both a traitor and a hero.,NA,Snowden,Snow den,Snow-den,Snowmen,Snowdrop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1566,make a law to ban the plastic <<GANS>> and garantee the safty of cit,guns,gans,nags,sang,fans,gabs,gas,ans,gains,grans,glans,gangs,gens,sans,gins,gars,tans
1566,w to ban the plastic gans and <<GARANTEE>> the safty of citizens.,guarantee,garantee,grantee,guarantee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1566,plastic gans and garantee the <<SAFTY>> of citizens.,NA,safty,safety,softy,salty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1568,I agree with <<KEISUKE>>. I also think he could do thi,NA,Keisuke,Keisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1569,I didn't agree with <<KEISUKE>>. I think the fact that 3D pla,NA,Keisuke,Keisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1570,e are many opinions about the <<ABENOMICS>>. Some say it endangers Japan',Abenomics,Abenomics,Genomics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1570,is clearly bad situation. The <<ABENOMICS>> actually changes the situatio,Abenomics,Abenomics,Genomics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1571,pictures and figures so much <<ATTATCHED>> to the context make the liste,attracted,attatched,attached,thatched,hatched,attache,matched,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1571,tched to the context make the <<LISTENNER>> understand the contents easil,NA,listenner,listener,listen,sisterliness,enlistee,generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1573,I agree with <<ABENOMICS>>.Of course prices are staying,Abenomics,Abenomics,Genomics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1574,I was shocked by this <<ARTICLEVAT>> first. Children shouldn't be,article at,articlevat,article vat,article-vat,article,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1574,"Children shouldn't be noisy? <<BUT>> after reflection,I noticed Ja",But,BUt,But,Ut,B Ut,Bet,Bit,Bat,Bot,Boot,Tub,Nut,Bur,Buy,Bu,NA,NA
1574,d not to disturb the lives of <<ELDERY>> people.,elderly,eldery,elder,elderly,elders,elder y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1574,is society is aging little by <<LITTE>>. Like old days play by lots o,NA,litte,title,lite,litter,little,latte,lithe,NA,NA,NA,NA,NA,NA,NA,NA,NA
1575,"some risk, but it can improve <<TECNOLOGY>>. Today, technology is always",NA,tecnology,technology,teleology,gynecology,ecology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1579,"d this article,I thought that <<ABENOMICS>> is very marvelous policy and",Abenomics,Abenomics,Genomics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1579,and includes no risk. But it <<BECAMES>> to be wrong. Actually it may,becomes,becames,became,becomes,became s,becalms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1581,ions threatened the state and <<SITIZENS>>. The activities of NSA is for,NA,sitizens,citizens,sensitizes,sensitize,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1581,I think <<SNOWDEN>> is a traitor. I can understan,NA,Snowden,Snow den,Snow-den,Snowmen,Snowdrop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1585,"rmation of the nation.CIA has <<KEEPED>> secrets,so U.N. can conduct s",NA,keeped,cheeped,peeked,seeped,keened,keeper,keeled,peeped,beeped,NA,NA,NA,NA,NA,NA,NA
1585,I think Edward <<SNOWDEN>> is a traitor.As he is a membe,NA,Snowden,Snow den,Snow-den,Snowmen,Snowdrop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1587,I thought <<ABENOMICS>> is only a good policy. But th,Abenomics,ABENOMICS,GENOMICS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1587,is article said <<ABENOMICS>> have dengelous sides. People,Abenomics,ABENOMICS,GENOMICS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1587,e sould see a long term about <<ABENOMICS>>.,Abenomics,ABENOMICS,GENOMICS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1587,s article said ABENOMICS have <<DENGELOUS>> sides. People tend to support,dangerous,dengelous,delouses,delouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1587,upport a sort term success.We <<SOULD>> see a long term about ABENOMI,NA,sould,souls,soul,sold,should,sound,could,would,Gould,soul d,NA,NA,NA,NA,NA,NA
1588,get a new viewpoint from this <<COMENT>>. I'm so excited and looking f,comment,coment,comet,comment,cement,cogent,moment,foment,commitment,contentment,content,NA,NA,NA,NA,NA,NA
1588,onomy by hosting the games. I <<LEAREND>> we should consider the gap be,NA,learend,learned,lea rend,lea-rend,endear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1588,xcited and looking forward to <<OLIMPICGAME>> in Tokyo. And I just think it,NA,Olimpicgame,Limpidness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1589,cover for public works by the <<ABENOMICS>>.,Abenomics,Abenomics,Genomics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1591,happy that he was elected. Of <<COURCE>> I can't agree with all of his,course,cource,coerce,course,source,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1593,ntry's social problem such as <<UNEMPROYEMENT>> rate.,unemployment,unemproyement,unemployment,underemployment,pronouncement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1593,<<WORLDCUP>> is one of the biggest event a,World cup,Worldcup,World cup,World-cup,Worldly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1593,t every country wants to held <<WORLDCUP>> in their country. But a count,World cup,Worldcup,World cup,World-cup,Worldly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1594,u. Countries must protect its <<SECERT>> information. Although fundame,NA,secert,secret,cert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1595,apan is comparatively stable. <<GOVERMENTS>> should not do things that doe,Governments,Goverments,Governments,Government,Movements,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1595,read this article.I can never <<IMAGIN>> that I demonstrate against st,NA,imagin,imagine,imaging,imaginal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1597,"eing from American government <<ANDC>> CIA,he would be a traitor. An",and,andc,and,an dc,an-dc,and c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1598,"this news.When I was a child, <<ALOUND>> people tolerant toward me and",around,alound,aloud,around,abound,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1598,ly my parents but also people <<ALOUND>> me. I hope people alound chil,around,alound,aloud,around,abound,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1598,"with old one's. I think what <<CHENGE>> is environment. Now, cmmuniti",change,chenge,change,challenge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1598,"t chenge is environment. Now, <<CMMUNITIES>> are collapsed. People are alo",communities,cmmunities,communities,municipalities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1598,ildren should be raised local <<PEPLE>>.,NA,peple,people,leper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1600,"It is true that Edward <<SNOWDEN>> commit a crime,I think he did",NA,Snowden,Snow den,Snow-den,Snowmen,Snowdrop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1601,roblem is difficult to decide.<<WHETHR>> he is hero or agitator will b,Whether,Whethr,Whether,Whet hr,Whet-hr,Whet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1602,I think these protest <<SHOLD>> be apart from sports event li,NA,shold,shod,sold,hold,should,holds,scold,s hold,sh old,sh-old,oldish,NA,NA,NA,NA,NA
1603,"I agree with you. <<ABENOMICS>> depends on the theory, so it",Abenomics,Abenomics,Genomics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1603,". Moreover, the blessing that <<ABENOMICS>> gives us is only for the rich",Abenomics,Abenomics,Genomics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1603,"my more stable and extensive, <<ABENOMICS>> has to make allowance for not",Abenomics,Abenomics,Genomics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1605,". So that I think movement of <<GOVERMENT>> is good, but goverment need t",government,goverment,government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1605,ws and I also worry about the <<NESWS>>. This is because protest's mo,NA,nesws,news,nests,NeWSes,NeWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1605,I was really <<SUPRISED>> about this news and I also wo,NA,suprised,surprised,supervised,surprise,upraised,suppressed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1606,climbed the Mt. Everest . My <<GRANDMATHER>> is 78 years and my grandfathe,grandmother,grandmather,grandmother,grandfather,granddaughter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1606,ties in walking.So I think Mr <<MIURA>> is miracle.,NA,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1607,correct and what is important <<ABOUR>> our privacy and national inte,about,abour,about,amour,ab our,ab-our,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1607,I think <<SNOWDEN>> urged us to reconsider. What,NA,Snowden,Snow den,Snow-den,Snowmen,Snowdrop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1607,"terests. In this way, I think <<SNOWDEN>> is a HERO because we could no",NA,Snowden,Snow den,Snow-den,Snowmen,Snowdrop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1609,"dangers in the world are not <<DEMINISHED>>,and 3D printer has a big impa",diminished,deminished,diminished,demolished,finished,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1609,negative effects on our daily <<LIFVES>>. As we deal with every one th,NA,lifves,lives,lifeless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1610,his news. This is because the <<GOVERMENT>> which need to safe the right,government,goverment,government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1612,"<<ABENOMICS>> has the risk,but it will be e",Abenomics,Abenomics,Genomics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1614,have wider heart to tolerate <<CHILDRENS>> is totally same as me!!,children,childrens,children,children's,children s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1615,"I dis agree you.<<ABENOMICS>> has the risk,but it will be e",Abenomics,Abenomics,Genomics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1616,also encauraged! :) Japanese <<ELDERY>> population is increasing and,elderly,eldery,elder,elderly,elders,elder y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1616,Japanese people!! I was also <<ENCAURAGED>>! :) Japanese eldery populatio,encouraged,encauraged,encouraged,encourage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1618,This is because I don't think <<ABENOMICS>>' is not good plan. This is be,Abenomics,Abenomics,Genomics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1618,t rise to the normal. So that <<ABENOMICS>>' is not good plan for Japan.,Abenomics,Abenomics,Genomics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1618,nt recent problem of Japanese <<GOVERMENT>> is poor people cannot rise to,government,goverment,government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1618,his is because price of every <<THINGD>> are rising is harmful for poo,NA,thingd,things,thing,thingy,thing d,thinning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1619,he saddest thing is that some <<JAPANESE>> aren't afford to permit the n,NA,japanese,Japanese,japanned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1620,I read your comments andI <<AGREEE>> with your opinion that handgu,agree,agreee,agree,agrees,agreed,agree e,greengage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1620,I read your comments <<ANDI>> agreee with your opinion that,and I,andI,and I,and,Randi,anti,Indian,Diana,Diann,NA,NA,NA,NA,NA,NA,NA,NA
1622,I think this media <<RACTION>> is strange because making too,NA,raction,ration,action,reaction,traction,fraction,faction,r action,actuation,NA,NA,NA,NA,NA,NA,NA
1623,"o live actively like Yuichiro <<MIURA>>.In Japan, aging is a very ser",NA,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1623,".I want to live actively like <<YUICHIRO>> Miura.In Japan, aging is a ve",Yuichiro,Yuichiro,Chiropody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1626,sy to remember new words with <<SENTANCES>>. So using speech and so on is,NA,sentances,sentences,entrances,sentence,stances,sentience,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1627,<<ABENOMICS>> has positive points and negat,Abenomics,Abenomics,Genomics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1627,Sooner or later the result of <<ABENOMICS>> will be clear.,Abenomics,Abenomics,Genomics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1627,But it is better to carry out <<POLLICIES>> than not to carry out anythin,NA,pollicies,policies,politicizes,polices,polities,collies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1628,ake my presentation much more <<CREARLY>> next time and I want to do pr,clearly,crearly,clearly,early,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1631,"to use media such as Twitter,<<FACEBOOK>>.The nurse is pitiable.",Facebook,FaceBook,Face Book,Facebook,Face-book,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1632,I agree with your <<OPIONION>> because the money given by sp,NA,opionion,opinion,pinion,option,onion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
